"rules","support","confidence","coverage","lift","count"
"1969","{Gourd & Cucumber,Other Vegetables} => {Exotic Vegetables}",0.0266412940057088,0.136919315403423,0.194576593720266,1.12643601165556,224
"1970","{Beans,Exotic Vegetables} => {Root Vegetables}",0.0348477640342531,0.684579439252336,0.0509039010466223,1.65734060617151,293
"1971","{Exotic Vegetables,Root Vegetables} => {Beans}",0.0348477640342531,0.531760435571688,0.0655328258801142,1.33583559673939,293
"1972","{Beans,Root Vegetables} => {Exotic Vegetables}",0.0348477640342531,0.147755925365608,0.235846812559467,1.21558886543447,293
"1973","{Beans,Exotic Vegetables} => {Other Vegetables}",0.0357992388201713,0.703271028037383,0.0509039010466223,1.64802196313777,301
"1974","{Exotic Vegetables,Other Vegetables} => {Beans}",0.0357992388201713,0.558441558441558,0.0641056137012369,1.40286125586394,301
"1975","{Beans,Other Vegetables} => {Exotic Vegetables}",0.0357992388201713,0.146686159844055,0.244053282588011,1.20678789820823,301
"1976","{Exotic Vegetables,Root Vegetables} => {Other Vegetables}",0.0407944814462417,0.622504537205082,0.0655328258801142,1.45875645173365,343
"1977","{Exotic Vegetables,Other Vegetables} => {Root Vegetables}",0.0407944814462417,0.636363636363636,0.0641056137012369,1.54061199382247,343
"1978","{Other Vegetables,Root Vegetables} => {Exotic Vegetables}",0.0407944814462417,0.169132149901381,0.241198858230257,1.3914511901867,343
"1979","{Raw Rice,Urad Dal} => {Sooji & Rava}",0.0116555661274976,0.403292181069959,0.0289010466222645,3.05760203646187,98
"1980","{Sooji & Rava,Urad Dal} => {Raw Rice}",0.0116555661274976,0.364312267657993,0.0319933396764986,2.93403979546782,98
"1981","{Raw Rice,Sooji & Rava} => {Urad Dal}",0.0116555661274976,0.378378378378378,0.0308039961941009,3.69501208525599,98
"1982","{Raw Rice,Urad Dal} => {Moong Dal}",0.0122502378686965,0.423868312757202,0.0289010466222645,3.15109175390146,103
"1983","{Moong Dal,Urad Dal} => {Raw Rice}",0.0122502378686965,0.322884012539185,0.0379400570884872,2.60039154926194,103
"1984","{Moong Dal,Raw Rice} => {Urad Dal}",0.0122502378686965,0.412,0.0297335870599429,4.02334030197445,103
"1985","{Raw Rice,Urad Dal} => {Sugar}",0.0153425309229305,0.530864197530864,0.0289010466222645,3.33844889516792,129
"1986","{Sugar,Urad Dal} => {Raw Rice}",0.0153425309229305,0.432885906040268,0.035442435775452,3.48630718197948,129
"1987","{Raw Rice,Sugar} => {Urad Dal}",0.0153425309229305,0.39209726443769,0.0391294005708849,3.82898234540313,129
"1988","{Raw Rice,Urad Dal} => {Toor Dal}",0.0185537583254044,0.641975308641975,0.0289010466222645,4.22688206347825,156
"1989","{Toor Dal,Urad Dal} => {Raw Rice}",0.0185537583254044,0.381418092909535,0.0486441484300666,3.07180395132507,156
"1990","{Raw Rice,Toor Dal} => {Urad Dal}",0.0185537583254044,0.472727272727273,0.0392483349191246,4.61636574807306,156
"1991","{Raw Rice,Urad Dal} => {Whole Spices}",0.0142721217887726,0.493827160493827,0.0289010466222645,2.42812793300123,120
"1992","{Urad Dal,Whole Spices} => {Raw Rice}",0.0142721217887726,0.334261838440111,0.042697431018078,2.69202446130695,120
"1993","{Raw Rice,Whole Spices} => {Urad Dal}",0.0142721217887726,0.36036036036036,0.039605137963844,3.51905912881523,120
"1994","{Raw Rice,Urad Dal} => {Other Dals}",0.0186726926736441,0.646090534979424,0.0289010466222645,2.78295554206301,157
"1995","{Other Dals,Urad Dal} => {Raw Rice}",0.0186726926736441,0.343544857768052,0.0543529971455756,2.76678655566455,157
"1996","{Other Dals,Raw Rice} => {Urad Dal}",0.0186726926736441,0.407792207792208,0.0457897240723121,3.9822495738872,157
"1997","{Raw Rice,Urad Dal} => {Beans}",0.0134395813510942,0.465020576131687,0.0289010466222645,1.1681783699179,113
"1998","{Beans,Urad Dal} => {Raw Rice}",0.0134395813510942,0.274271844660194,0.0490009514747859,2.20888665699513,113
"1999","{Beans,Raw Rice} => {Urad Dal}",0.0134395813510942,0.260969976905312,0.0514985727878211,2.54847336332156,113
"2000","{Raw Rice,Urad Dal} => {Root Vegetables}",0.0116555661274976,0.403292181069959,0.0289010466222645,0.976354926126177,98
"2001","{Root Vegetables,Urad Dal} => {Raw Rice}",0.0116555661274976,0.265582655826558,0.0438867745004757,2.13890705956868,98
"2002","{Raw Rice,Root Vegetables} => {Urad Dal}",0.0116555661274976,0.239024390243902,0.0487630827783064,2.33416617093,98
"2003","{Raw Rice,Urad Dal} => {Other Vegetables}",0.0115366317792578,0.39917695473251,0.0289010466222645,0.935418014323006,97
"2004","{Other Vegetables,Urad Dal} => {Raw Rice}",0.0115366317792578,0.236585365853659,0.0487630827783064,1.90537332959536,97
"2005","{Other Vegetables,Raw Rice} => {Urad Dal}",0.0115366317792578,0.222477064220183,0.0518553758325404,2.17257509403403,97
"2006","{Sooji & Rava,Urad Dal} => {Moong Dal}",0.0147478591817317,0.460966542750929,0.0319933396764986,3.42688478465943,124
"2007","{Moong Dal,Urad Dal} => {Sooji & Rava}",0.0147478591817317,0.38871473354232,0.0379400570884872,2.94708158667613,124
"2008","{Moong Dal,Sooji & Rava} => {Urad Dal}",0.0147478591817317,0.430555555555556,0.0342530922930542,4.20454252161569,124
"2009","{Sooji & Rava,Urad Dal} => {Sugar}",0.0160561370123692,0.50185873605948,0.0319933396764986,3.15604207388789,135
"2010","{Sugar,Urad Dal} => {Sooji & Rava}",0.0160561370123692,0.453020134228188,0.035442435775452,3.43461973723229,135
"2011","{Sooji & Rava,Sugar} => {Urad Dal}",0.0160561370123692,0.397058823529412,0.0404376784015224,3.87743390038942,135
"2012","{Sooji & Rava,Urad Dal} => {Toor Dal}",0.0197431018078021,0.617100371747212,0.0319933396764986,4.063100959789,166
"2013","{Toor Dal,Urad Dal} => {Sooji & Rava}",0.0197431018078021,0.405867970660147,0.0486441484300666,3.07713065582553,166
"2014","{Sooji & Rava,Toor Dal} => {Urad Dal}",0.0197431018078021,0.471590909090909,0.0418648905803996,4.60526871502481,166
"2015","{Sooji & Rava,Urad Dal} => {Whole Spices}",0.0187916270218839,0.587360594795539,0.0319933396764986,2.88802800060871,158
"2016","{Urad Dal,Whole Spices} => {Sooji & Rava}",0.0187916270218839,0.440111420612813,0.042697431018078,3.3367509689022,158
"2017","{Sooji & Rava,Whole Spices} => {Urad Dal}",0.0187916270218839,0.354260089686099,0.0530447193149381,3.45948761217273,158
"2018","{Sooji & Rava,Urad Dal} => {Other Dals}",0.0193862987630828,0.605947955390335,0.0319933396764986,2.61004631604607,163
"2019","{Other Dals,Urad Dal} => {Sooji & Rava}",0.0193862987630828,0.356673960612691,0.0543529971455756,2.70416110083996,163
"2020","{Other Dals,Sooji & Rava} => {Urad Dal}",0.0193862987630828,0.366292134831461,0.0529257849666984,3.57698521447494,163
"2021","{Sooji & Rava,Urad Dal} => {Brinjals}",0.0103472882968601,0.323420074349442,0.0319933396764986,1.1900726411948,87
"2022","{Brinjals,Urad Dal} => {Sooji & Rava}",0.0103472882968601,0.318681318681319,0.0324690770694577,2.41611589492563,87
"2023","{Brinjals,Sooji & Rava} => {Urad Dal}",0.0103472882968601,0.251445086705202,0.041151284490961,2.45545910454976,87
"2024","{Sooji & Rava,Urad Dal} => {Gourd & Cucumber}",0.0107040913415794,0.33457249070632,0.0319933396764986,1.11674692412018,90
"2025","{Gourd & Cucumber,Urad Dal} => {Sooji & Rava}",0.0107040913415794,0.315789473684211,0.0338962892483349,2.39419106829291,90
"2026","{Gourd & Cucumber,Sooji & Rava} => {Urad Dal}",0.0107040913415794,0.23936170212766,0.0447193149381541,2.33746015271703,90
"2027","{Sooji & Rava,Urad Dal} => {Beans}",0.0153425309229305,0.479553903345725,0.0319933396764986,1.20468754685714,129
"2028","{Beans,Urad Dal} => {Sooji & Rava}",0.0153425309229305,0.313106796116505,0.0490009514747859,2.37385206649916,129
"2029","{Beans,Sooji & Rava} => {Urad Dal}",0.0153425309229305,0.255952380952381,0.0599429115128449,2.4994745865826,129
"2030","{Sooji & Rava,Urad Dal} => {Root Vegetables}",0.0122502378686965,0.382899628252788,0.0319933396764986,0.926985336697219,103
"2031","{Root Vegetables,Urad Dal} => {Sooji & Rava}",0.0122502378686965,0.279132791327913,0.0438867745004757,2.11627458023904,103
"2032","{Root Vegetables,Sooji & Rava} => {Urad Dal}",0.0122502378686965,0.217758985200846,0.056255946717412,2.1265012166884,103
"2033","{Sooji & Rava,Urad Dal} => {Other Vegetables}",0.0142721217887726,0.446096654275093,0.0319933396764986,1.04536807947185,120
"2034","{Other Vegetables,Urad Dal} => {Sooji & Rava}",0.0142721217887726,0.292682926829268,0.0487630827783064,2.2190063559788,120
"2035","{Other Vegetables,Sooji & Rava} => {Urad Dal}",0.0142721217887726,0.236686390532544,0.0602997145575642,2.31133469407391,120
"2036","{Moong Dal,Urad Dal} => {Sugar}",0.0153425309229305,0.404388714733542,0.0379400570884872,2.54308176026898,129
"2037","{Sugar,Urad Dal} => {Moong Dal}",0.0153425309229305,0.432885906040268,0.035442435775452,3.2181297064426,129
"2038","{Moong Dal,Sugar} => {Urad Dal}",0.0153425309229305,0.418831168831169,0.0366317792578497,4.0900493234988,129
"2039","{Moong Dal,Urad Dal} => {Toor Dal}",0.0222407231208373,0.586206896551724,0.0379400570884872,3.85969270650501,187
"2040","{Toor Dal,Urad Dal} => {Moong Dal}",0.0222407231208373,0.45721271393643,0.0486441484300666,3.3989783366733,187
"2041","{Moong Dal,Toor Dal} => {Urad Dal}",0.0222407231208373,0.430875576036866,0.0516175071360609,4.20766764613005,187
"2042","{Moong Dal,Urad Dal} => {Whole Spices}",0.0196241674595623,0.517241379310345,0.0379400570884871,2.54325468844525,165
"2043","{Urad Dal,Whole Spices} => {Moong Dal}",0.0196241674595623,0.459610027855153,0.042697431018078,3.41680027781267,165
"2044","{Moong Dal,Whole Spices} => {Urad Dal}",0.0196241674595623,0.380184331797235,0.0516175071360609,3.71264792305593,165
"2045","{Moong Dal,Urad Dal} => {Other Dals}",0.0267602283539486,0.705329153605016,0.0379400570884872,3.03811860835603,225
"2046","{Other Dals,Urad Dal} => {Moong Dal}",0.0267602283539486,0.492341356673961,0.0543529971455756,3.66012920151606,225
"2047","{Moong Dal,Other Dals} => {Urad Dal}",0.0267602283539486,0.347222222222222,0.077069457659372,3.39076009807717,225
"2048","{Moong Dal,Urad Dal} => {Brinjals}",0.0118934348239772,0.313479623824451,0.0379400570884871,1.15349526350809,100
"2049","{Brinjals,Urad Dal} => {Moong Dal}",0.0118934348239772,0.366300366300366,0.0324690770694577,2.72312420853535,100
"2050","{Brinjals,Moong Dal} => {Urad Dal}",0.0118934348239772,0.289017341040462,0.041151284490961,2.8223667868388,100
"2051","{Moong Dal,Urad Dal} => {Gourd & Cucumber}",0.0127259752616556,0.335423197492163,0.0379400570884872,1.11958644085514,107
"2052","{Gourd & Cucumber,Urad Dal} => {Moong Dal}",0.0127259752616556,0.375438596491228,0.0338962892483349,2.79105899142197,107
"2053","{Gourd & Cucumber,Moong Dal} => {Urad Dal}",0.0127259752616556,0.277922077922078,0.0457897240723121,2.71401722551548,107
"2054","{Moong Dal,Urad Dal} => {Beans}",0.0167697431018078,0.442006269592476,0.0379400570884872,1.11036412152182,141
"2055","{Beans,Urad Dal} => {Moong Dal}",0.0167697431018078,0.342233009708738,0.0490009514747859,2.54420437279493,141
"2056","{Beans,Moong Dal} => {Urad Dal}",0.0167697431018078,0.283132530120482,0.0592293054234063,2.76489931852847,141
"2057","{Moong Dal,Urad Dal} => {Root Vegetables}",0.0172454804947669,0.454545454545455,0.0379400570884872,1.10043713844462,145
"2058","{Root Vegetables,Urad Dal} => {Moong Dal}",0.0172454804947669,0.392953929539295,0.0438867745004757,2.92127023834341,145
"2059","{Moong Dal,Root Vegetables} => {Urad Dal}",0.0172454804947669,0.283203125,0.0608943862987631,2.76558870499419,145
"2060","{Moong Dal,Urad Dal} => {Other Vegetables}",0.0184348239771646,0.4858934169279,0.0379400570884872,1.13862649095033,155
"2061","{Other Vegetables,Urad Dal} => {Moong Dal}",0.0184348239771646,0.378048780487805,0.0487630827783064,2.81046343619935,155
"2062","{Moong Dal,Other Vegetables} => {Urad Dal}",0.0184348239771646,0.287037037037037,0.0642245480494767,2.80302834774379,155
"2063","{Sugar,Urad Dal} => {Toor Dal}",0.0202188392007612,0.570469798657718,0.035442435775452,3.75607679492098,170
"2064","{Toor Dal,Urad Dal} => {Sugar}",0.0202188392007612,0.415647921760391,0.0486441484300666,2.61388760371082,170
"2065","{Sugar,Toor Dal} => {Urad Dal}",0.0202188392007612,0.428211586901763,0.0472169362511893,4.18165275571431,170
"2066","{Sugar,Urad Dal} => {Whole Spices}",0.0185537583254044,0.523489932885906,0.0354424357754519,2.57397857058754,156
"2067","{Urad Dal,Whole Spices} => {Sugar}",0.0185537583254044,0.434540389972145,0.042697431018078,2.73269678301106,156
"2068","{Sugar,Whole Spices} => {Urad Dal}",0.0185537583254044,0.344370860927152,0.0538772597526166,3.36291544561614,156
"2069","{Sugar,Urad Dal} => {Other Dals}",0.0233111322549952,0.657718120805369,0.0354424357754519,2.83303993838706,196
"2070","{Other Dals,Urad Dal} => {Sugar}",0.0233111322549952,0.428884026258206,0.0543529971455756,2.69712557425504,196
"2071","{Other Dals,Sugar} => {Urad Dal}",0.0233111322549952,0.371212121212121,0.0627973358705994,3.6250307957625,196
"2072","{Sugar,Urad Dal} => {Gourd & Cucumber}",0.0108230256898192,0.305369127516779,0.0354424357754519,1.01927099013937,91
"2073","{Gourd & Cucumber,Urad Dal} => {Sugar}",0.0108230256898192,0.319298245614035,0.0338962892483349,2.00797281161018,91
"2074","{Gourd & Cucumber,Sugar} => {Urad Dal}",0.0108230256898192,0.221951219512195,0.0487630827783064,2.16744001586357,91
"2075","{Sugar,Urad Dal} => {Beans}",0.0148667935299715,0.419463087248322,0.0354424357754519,1.05373338439913,125
"2076","{Beans,Urad Dal} => {Sugar}",0.0148667935299715,0.303398058252427,0.0490009514747859,1.9079812070205,125
"2077","{Beans,Sugar} => {Urad Dal}",0.0148667935299715,0.217391304347826,0.0683872502378687,2.12291067010049,125
"2078","{Sugar,Urad Dal} => {Root Vegetables}",0.0134395813510942,0.379194630872483,0.0354424357754519,0.918015679923939,113
"2079","{Root Vegetables,Urad Dal} => {Sugar}",0.0134395813510942,0.306233062330623,0.0438867745004757,1.92580971434247,113
"2080","{Root Vegetables,Sugar} => {Urad Dal}",0.0134395813510942,0.201067615658363,0.0668411037107517,1.96350349878689,113
