"rules","support","confidence","coverage","lift","count"
"5284","{Moong Dal,Other Dals,Other Vegetables,Root Vegetables} => {Toor Dal}",0.0117745004757374,0.482926829268293,0.0243815413891532,3.17967798002177,99
"5285","{Other Dals,Other Vegetables,Root Vegetables,Toor Dal} => {Moong Dal}",0.0117745004757374,0.543956043956044,0.0216460513796384,4.04383944967499,99
"5286","{Beans,Moong Dal,Root Vegetables,Toor Dal} => {Other Vegetables}",0.0118934348239772,0.72992700729927,0.0162940057088487,1.71048669937911,100
"5287","{Beans,Moong Dal,Other Vegetables,Toor Dal} => {Root Vegetables}",0.0118934348239772,0.775193798449612,0.0153425309229305,1.876714499673,100
"5288","{Moong Dal,Other Vegetables,Root Vegetables,Toor Dal} => {Beans}",0.0118934348239772,0.72463768115942,0.0164129400570885,1.82036260029531,100
"5289","{Beans,Moong Dal,Other Vegetables,Root Vegetables} => {Toor Dal}",0.0118934348239772,0.460829493087558,0.0258087535680304,3.03418510405653,100
"5290","{Beans,Other Vegetables,Root Vegetables,Toor Dal} => {Moong Dal}",0.0118934348239772,0.381679389312977,0.0311607992388202,2.83745385087844,100
"5291","{Beans,Moong Dal,Other Dals,Whole Spices} => {Root Vegetables}",0.010941960038059,0.696969696969697,0.0156993339676499,1.68733694561509,92
"5292","{Moong Dal,Other Dals,Root Vegetables,Whole Spices} => {Beans}",0.010941960038059,0.671532846715328,0.0162940057088487,1.68695792506199,92
"5293","{Beans,Moong Dal,Root Vegetables,Whole Spices} => {Other Dals}",0.010941960038059,0.686567164179104,0.0159372026641294,2.9573036457059,92
"5294","{Beans,Moong Dal,Other Dals,Root Vegetables} => {Whole Spices}",0.010941960038059,0.481675392670157,0.0227164605137964,2.36837818805303,92
"5295","{Beans,Other Dals,Root Vegetables,Whole Spices} => {Moong Dal}",0.010941960038059,0.505494505494505,0.0216460513796384,3.75791140777878,92
"5296","{Beans,Moong Dal,Other Dals,Whole Spices} => {Other Vegetables}",0.0108230256898192,0.689393939393939,0.0156993339676499,1.61550285463329,91
"5297","{Moong Dal,Other Dals,Other Vegetables,Whole Spices} => {Beans}",0.0108230256898192,0.590909090909091,0.0183158896289248,1.48442295678627,91
"5298","{Beans,Moong Dal,Other Vegetables,Whole Spices} => {Other Dals}",0.0108230256898192,0.659420289855073,0.0164129400570885,2.84037182228558,91
"5299","{Beans,Moong Dal,Other Dals,Other Vegetables} => {Whole Spices}",0.0108230256898192,0.491891891891892,0.0220028544243578,2.41861229650703,91
"5300","{Beans,Other Dals,Other Vegetables,Whole Spices} => {Moong Dal}",0.0108230256898192,0.497267759562842,0.0217649857278782,3.69675271653791,91
"5301","{Moong Dal,Other Dals,Root Vegetables,Whole Spices} => {Other Vegetables}",0.012488106565176,0.766423357664234,0.0162940057088487,1.79601103434807,105
"5302","{Moong Dal,Other Dals,Other Vegetables,Whole Spices} => {Root Vegetables}",0.012488106565176,0.681818181818182,0.0183158896289248,1.65065570766694,105
"5303","{Moong Dal,Other Vegetables,Root Vegetables,Whole Spices} => {Other Dals}",0.012488106565176,0.724137931034483,0.0172454804947669,3.11913510457886,105
"5304","{Moong Dal,Other Dals,Other Vegetables,Root Vegetables} => {Whole Spices}",0.012488106565176,0.51219512195122,0.0243815413891532,2.51844244758237,105
"5305","{Other Dals,Other Vegetables,Root Vegetables,Whole Spices} => {Moong Dal}",0.012488106565176,0.517241379310345,0.0241436726926736,3.84523918412147,105
"5306","{Beans,Moong Dal,Root Vegetables,Whole Spices} => {Other Vegetables}",0.0115366317792578,0.723880597014925,0.0159372026641294,1.69631774239172,97
"5307","{Beans,Moong Dal,Other Vegetables,Whole Spices} => {Root Vegetables}",0.0115366317792578,0.702898550724638,0.0164129400570885,1.70169047350785,97
"5308","{Moong Dal,Other Vegetables,Root Vegetables,Whole Spices} => {Beans}",0.0115366317792578,0.668965517241379,0.0172454804947669,1.68050853569331,97
"5309","{Beans,Moong Dal,Other Vegetables,Root Vegetables} => {Whole Spices}",0.0115366317792578,0.447004608294931,0.0258087535680304,2.19790336055192,97
"5310","{Beans,Other Vegetables,Root Vegetables,Whole Spices} => {Moong Dal}",0.0115366317792578,0.30503144654088,0.0378211227402474,2.26764314988128,97
"5311","{Beans,Brinjals,Moong Dal,Other Dals} => {Root Vegetables}",0.0110608943862988,0.7265625,0.0152235965746908,1.75897998848258,93
"5312","{Brinjals,Moong Dal,Other Dals,Root Vegetables} => {Beans}",0.0110608943862988,0.762295081967213,0.0145099904852521,1.91496177149099,93
"5313","{Beans,Moong Dal,Other Dals,Root Vegetables} => {Brinjals}",0.0110608943862988,0.486910994764398,0.0227164605137964,1.79166198861228,93
"5314","{Beans,Brinjals,Moong Dal,Root Vegetables} => {Other Dals}",0.0110608943862988,0.588607594936709,0.0187916270218839,2.53535484540361,93
"5315","{Beans,Brinjals,Other Dals,Root Vegetables} => {Moong Dal}",0.0110608943862988,0.384297520661157,0.0287821122740247,2.85691737729355,93
"5316","{Beans,Brinjals,Moong Dal,Other Dals} => {Other Vegetables}",0.0104662226450999,0.6875,0.0152235965746908,1.6110646599777,88
"5317","{Brinjals,Moong Dal,Other Dals,Other Vegetables} => {Beans}",0.0104662226450999,0.656716417910448,0.0159372026641294,1.64973756850644,88
"5318","{Beans,Moong Dal,Other Dals,Other Vegetables} => {Brinjals}",0.0104662226450999,0.475675675675676,0.0220028544243578,1.75031994795671,88
"5319","{Beans,Brinjals,Moong Dal,Other Vegetables} => {Other Dals}",0.0104662226450999,0.564102564102564,0.0185537583254044,2.42980243799916,88
"5320","{Beans,Brinjals,Other Dals,Other Vegetables} => {Moong Dal}",0.0104662226450999,0.34375,0.0304471931493815,2.55548187444739,88
"5321","{Brinjals,Moong Dal,Other Dals,Root Vegetables} => {Other Vegetables}",0.0111798287345385,0.770491803278688,0.0145099904852521,1.80554489463969,94
"5322","{Brinjals,Moong Dal,Other Dals,Other Vegetables} => {Root Vegetables}",0.0111798287345385,0.701492537313433,0.0159372026641294,1.6982865688832,94
"5323","{Moong Dal,Other Dals,Other Vegetables,Root Vegetables} => {Brinjals}",0.0111798287345385,0.458536585365854,0.0243815413891532,1.68725409617335,94
"5324","{Brinjals,Moong Dal,Other Vegetables,Root Vegetables} => {Other Dals}",0.0111798287345385,0.580246913580247,0.019267364414843,2.49934223841328,94
"5325","{Brinjals,Other Dals,Other Vegetables,Root Vegetables} => {Moong Dal}",0.0111798287345385,0.379032258064516,0.0294957183634634,2.81777473546105,94
"5326","{Beans,Gourd & Cucumber,Moong Dal,Other Dals} => {Root Vegetables}",0.0123691722169363,0.670967741935484,0.0184348239771646,1.6243872082331,104
"5327","{Gourd & Cucumber,Moong Dal,Other Dals,Root Vegetables} => {Beans}",0.0123691722169363,0.77037037037037,0.0160561370123692,1.93524770662506,104
"5328","{Beans,Moong Dal,Other Dals,Root Vegetables} => {Gourd & Cucumber}",0.0123691722169363,0.544502617801047,0.0227164605137964,1.81745851944073,104
"5329","{Beans,Gourd & Cucumber,Moong Dal,Root Vegetables} => {Other Dals}",0.0123691722169363,0.63030303030303,0.0196241674595623,2.71495280675609,104
"5330","{Beans,Gourd & Cucumber,Other Dals,Root Vegetables} => {Moong Dal}",0.0123691722169363,0.370106761565836,0.0334205518553758,2.75142144230376,104
"5331","{Beans,Gourd & Cucumber,Moong Dal,Other Dals} => {Other Vegetables}",0.0130827783063749,0.709677419354839,0.0184348239771646,1.66303448771892,110
"5332","{Gourd & Cucumber,Moong Dal,Other Dals,Other Vegetables} => {Beans}",0.0130827783063749,0.69620253164557,0.0187916270218839,1.74893065015714,110
"5333","{Beans,Moong Dal,Other Dals,Other Vegetables} => {Gourd & Cucumber}",0.0130827783063749,0.594594594594595,0.0220028544243578,1.9846571462292,110
"5334","{Beans,Gourd & Cucumber,Moong Dal,Other Vegetables} => {Other Dals}",0.0130827783063749,0.628571428571429,0.02081351094196,2.70749414519906,110
"5335","{Beans,Gourd & Cucumber,Other Dals,Other Vegetables} => {Moong Dal}",0.0130827783063749,0.33033033033033,0.039605137963844,2.45571831778728,110
"5336","{Gourd & Cucumber,Moong Dal,Other Dals,Root Vegetables} => {Other Vegetables}",0.0128449096098953,0.8,0.0160561370123692,1.87469342251951,108
"5337","{Gourd & Cucumber,Moong Dal,Other Dals,Other Vegetables} => {Root Vegetables}",0.0128449096098953,0.683544303797468,0.0187916270218839,1.65483458287622,108
"5338","{Moong Dal,Other Dals,Other Vegetables,Root Vegetables} => {Gourd & Cucumber}",0.0128449096098953,0.526829268292683,0.0243815413891532,1.75846783954144,108
"5339","{Gourd & Cucumber,Moong Dal,Other Vegetables,Root Vegetables} => {Other Dals}",0.0128449096098953,0.627906976744186,0.0204567078972407,2.70463210064811,108
"5340","{Gourd & Cucumber,Other Dals,Other Vegetables,Root Vegetables} => {Moong Dal}",0.0128449096098953,0.363636363636364,0.0353235014272122,2.70331966883691,108
"5341","{Beans,Moong Dal,Other Dals,Root Vegetables} => {Other Vegetables}",0.0161750713606089,0.712041884816754,0.0227164605137964,1.66857529753045,136
"5342","{Beans,Moong Dal,Other Dals,Other Vegetables} => {Root Vegetables}",0.0161750713606089,0.735135135135135,0.0220028544243578,1.77973400985206,136
"5343","{Moong Dal,Other Dals,Other Vegetables,Root Vegetables} => {Beans}",0.0161750713606089,0.663414634146341,0.0243815413891532,1.66656416011426,136
"5344","{Beans,Moong Dal,Other Vegetables,Root Vegetables} => {Other Dals}",0.0161750713606089,0.626728110599078,0.0258087535680304,2.69955427967062,136
"5345","{Beans,Other Dals,Other Vegetables,Root Vegetables} => {Moong Dal}",0.0161750713606089,0.382022471910112,0.0423406279733587,2.84000437119383,136
"5346","{Beans,Brinjals,Gourd & Cucumber,Moong Dal} => {Root Vegetables}",0.0104662226450999,0.656716417910448,0.0159372026641294,1.58988529852895,88
"5347","{Brinjals,Gourd & Cucumber,Moong Dal,Root Vegetables} => {Beans}",0.0104662226450999,0.727272727272727,0.0143910561370124,1.82698210066002,88
"5348","{Beans,Brinjals,Moong Dal,Root Vegetables} => {Gourd & Cucumber}",0.0104662226450999,0.556962025316456,0.0187916270218839,1.85904593444254,88
"5349","{Beans,Gourd & Cucumber,Moong Dal,Root Vegetables} => {Brinjals}",0.0104662226450999,0.533333333333333,0.0196241674595623,1.96247994164843,88
"5350","{Beans,Brinjals,Gourd & Cucumber,Root Vegetables} => {Moong Dal}",0.0104662226450999,0.181443298969072,0.0576831588962892,1.34887290692481,88
"5351","{Beans,Brinjals,Gourd & Cucumber,Moong Dal} => {Other Vegetables}",0.0116555661274976,0.73134328358209,0.0159372026641294,1.71380555416895,98
"5352","{Brinjals,Gourd & Cucumber,Moong Dal,Other Vegetables} => {Beans}",0.0116555661274976,0.695035460992908,0.0167697431018078,1.74599885151729,98
"5353","{Beans,Brinjals,Moong Dal,Other Vegetables} => {Gourd & Cucumber}",0.0116555661274976,0.628205128205128,0.0185537583254044,2.09684347675614,98
"5354","{Beans,Gourd & Cucumber,Moong Dal,Other Vegetables} => {Brinjals}",0.0116555661274976,0.56,0.02081351094196,2.06060393873085,98
"5355","{Beans,Brinjals,Gourd & Cucumber,Other Vegetables} => {Moong Dal}",0.0116555661274976,0.164983164983165,0.0706470028544244,1.22650614604638,98
"5356","{Brinjals,Gourd & Cucumber,Moong Dal,Root Vegetables} => {Other Vegetables}",0.0115366317792578,0.801652892561983,0.0143910561370124,1.87856675603711,97
"5357","{Brinjals,Gourd & Cucumber,Moong Dal,Other Vegetables} => {Root Vegetables}",0.0115366317792578,0.687943262411348,0.0167697431018078,1.66548429322045,97
"5358","{Brinjals,Moong Dal,Other Vegetables,Root Vegetables} => {Gourd & Cucumber}",0.0115366317792578,0.598765432098765,0.019267364414843,1.99857870309108,97
"5359","{Gourd & Cucumber,Moong Dal,Other Vegetables,Root Vegetables} => {Brinjals}",0.0115366317792578,0.563953488372093,0.0204567078972407,2.07515139178668,97
"5360","{Brinjals,Gourd & Cucumber,Other Vegetables,Root Vegetables} => {Moong Dal}",0.0115366317792578,0.179297597042514,0.0643434823977165,1.33292148181561,97
"5361","{Beans,Brinjals,Moong Dal,Root Vegetables} => {Other Vegetables}",0.0141531874405328,0.753164556962025,0.0187916270218839,1.76494080126441,119
"5362","{Beans,Brinjals,Moong Dal,Other Vegetables} => {Root Vegetables}",0.0141531874405328,0.762820512820513,0.0185537583254044,1.84675924900515,119
"5363","{Brinjals,Moong Dal,Other Vegetables,Root Vegetables} => {Beans}",0.0141531874405328,0.734567901234568,0.019267364414843,1.84530831000306,119
"5364","{Beans,Moong Dal,Other Vegetables,Root Vegetables} => {Brinjals}",0.0141531874405328,0.548387096774194,0.0258087535680304,2.01787252064657,119
"5365","{Beans,Brinjals,Other Vegetables,Root Vegetables} => {Moong Dal}",0.0141531874405328,0.188291139240506,0.0751665080875357,1.39978063548557,119
"5366","{Beans,Gourd & Cucumber,Moong Dal,Root Vegetables} => {Other Vegetables}",0.0147478591817317,0.751515151515151,0.0196241674595623,1.76107563933651,124
"5367","{Beans,Gourd & Cucumber,Moong Dal,Other Vegetables} => {Root Vegetables}",0.0147478591817317,0.708571428571429,0.02081351094196,1.71542429352968,124
"5368","{Gourd & Cucumber,Moong Dal,Other Vegetables,Root Vegetables} => {Beans}",0.0147478591817317,0.720930232558139,0.0204567078972407,1.81104911722403,124
"5369","{Beans,Moong Dal,Other Vegetables,Root Vegetables} => {Gourd & Cucumber}",0.0147478591817317,0.571428571428571,0.0258087535680304,1.90733284183066,124
"5370","{Beans,Gourd & Cucumber,Other Vegetables,Root Vegetables} => {Moong Dal}",0.0147478591817317,0.171745152354571,0.0858705994291151,1.27677563306563,124
"5371","{Beans,Root Vegetables,Sugar,Whole Spices} => {Other Vegetables}",0.0103472882968601,0.649253731343284,0.0159372026641294,1.52143962461938,87
"5372","{Beans,Other Vegetables,Sugar,Whole Spices} => {Root Vegetables}",0.0103472882968601,0.713114754098361,0.0145099904852521,1.72642351064181,87
"5373","{Other Vegetables,Root Vegetables,Sugar,Whole Spices} => {Beans}",0.0103472882968601,0.674418604651163,0.0153425309229305,1.69420723869345,87
"5374","{Beans,Other Vegetables,Root Vegetables,Sugar} => {Whole Spices}",0.0103472882968601,0.391891891891892,0.0264034253092293,1.92691639007428,87
"5375","{Beans,Other Vegetables,Root Vegetables,Whole Spices} => {Sugar}",0.0103472882968601,0.273584905660377,0.0378211227402474,1.72049505369667,87
"5376","{Beans,Brinjals,Other Dals,Sugar} => {Other Vegetables}",0.0101094196003806,0.752212389380531,0.0134395813510942,1.76270952338671,85
"5377","{Brinjals,Other Dals,Other Vegetables,Sugar} => {Beans}",0.0101094196003806,0.68,0.0148667935299715,1.70822826411712,85
"5378","{Beans,Other Dals,Other Vegetables,Sugar} => {Brinjals}",0.0101094196003806,0.544871794871795,0.0185537583254044,2.00493744038602,85
"5379","{Beans,Brinjals,Other Vegetables,Sugar} => {Other Dals}",0.0101094196003806,0.491329479768786,0.0205756422454805,2.11634132474178,85
"5380","{Beans,Brinjals,Other Dals,Other Vegetables} => {Sugar}",0.0101094196003806,0.33203125,0.0304471931493815,2.08804693343306,85
"5381","{Beans,Other Dals,Root Vegetables,Sugar} => {Other Vegetables}",0.0122502378686965,0.668831168831169,0.0183158896289248,1.56731674122978,103
"5382","{Beans,Other Dals,Other Vegetables,Sugar} => {Root Vegetables}",0.0122502378686965,0.66025641025641,0.0185537583254044,1.59845548443303,103
"5383","{Other Dals,Other Vegetables,Root Vegetables,Sugar} => {Beans}",0.0122502378686965,0.64375,0.0190294957183635,1.61716462503735,103
"5384","{Beans,Other Vegetables,Root Vegetables,Sugar} => {Other Dals}",0.0122502378686965,0.463963963963964,0.0264034253092293,1.99846773002511,103
"5385","{Beans,Other Dals,Other Vegetables,Root Vegetables} => {Sugar}",0.0122502378686965,0.289325842696629,0.0423406279733587,1.81948517980049,103
"5386","{Beans,Brinjals,Gourd & Cucumber,Sugar} => {Root Vegetables}",0.0101094196003806,0.625,0.0161750713606089,1.51310106536136,85
"5387","{Brinjals,Gourd & Cucumber,Root Vegetables,Sugar} => {Beans}",0.0101094196003806,0.708333333333333,0.0142721217887726,1.77940444178867,85
"5388","{Beans,Brinjals,Root Vegetables,Sugar} => {Gourd & Cucumber}",0.0101094196003806,0.534591194968553,0.0189105613701237,1.78437585045478,85
"5389","{Beans,Gourd & Cucumber,Root Vegetables,Sugar} => {Brinjals}",0.0101094196003806,0.512048192771084,0.0197431018078021,1.88415807650734,85
"5390","{Beans,Brinjals,Gourd & Cucumber,Root Vegetables} => {Sugar}",0.0101094196003806,0.175257731958763,0.0576831588962893,1.10214436073992,85
"5391","{Beans,Brinjals,Gourd & Cucumber,Sugar} => {Other Vegetables}",0.0128449096098953,0.794117647058823,0.0161750713606089,1.86090891205981,108
"5392","{Brinjals,Gourd & Cucumber,Other Vegetables,Sugar} => {Beans}",0.0128449096098953,0.705882352941177,0.0181969552806851,1.77324733299355,108
"5393","{Beans,Brinjals,Other Vegetables,Sugar} => {Gourd & Cucumber}",0.0128449096098953,0.624277456647399,0.0205756422454805,2.08373356708667,108
"5394","{Beans,Gourd & Cucumber,Other Vegetables,Sugar} => {Brinjals}",0.0128449096098953,0.593406593406593,0.0216460513796384,2.18352850650444,108
"5395","{Beans,Brinjals,Gourd & Cucumber,Other Vegetables} => {Sugar}",0.0128449096098953,0.181818181818182,0.0706470028544244,1.14340110151628,108
"5396","{Brinjals,Gourd & Cucumber,Root Vegetables,Sugar} => {Other Vegetables}",0.0117745004757374,0.825,0.0142721217887726,1.93327759197324,99
"5397","{Brinjals,Gourd & Cucumber,Other Vegetables,Sugar} => {Root Vegetables}",0.0117745004757374,0.647058823529412,0.0181969552806851,1.56650463237411,99
"5398","{Brinjals,Other Vegetables,Root Vegetables,Sugar} => {Gourd & Cucumber}",0.0117745004757374,0.592814371257485,0.0198620361560419,1.97871505896504,99
"5399","{Gourd & Cucumber,Other Vegetables,Root Vegetables,Sugar} => {Brinjals}",0.0117745004757374,0.582352941176471,0.0202188392007612,2.14285493628524,99
"5400","{Brinjals,Gourd & Cucumber,Other Vegetables,Root Vegetables} => {Sugar}",0.0117745004757374,0.182994454713494,0.0643434823977165,1.15079833599929,99
"5401","{Beans,Brinjals,Root Vegetables,Sugar} => {Other Vegetables}",0.0140342530922931,0.742138364779874,0.0189105613701237,1.73910238881527,118
"5402","{Beans,Brinjals,Other Vegetables,Sugar} => {Root Vegetables}",0.0140342530922931,0.682080924855491,0.0205756422454805,1.65129179849841,118
"5403","{Brinjals,Other Vegetables,Root Vegetables,Sugar} => {Beans}",0.0140342530922931,0.706586826347305,0.0198620361560419,1.77501704091071,118
"5404","{Beans,Other Vegetables,Root Vegetables,Sugar} => {Brinjals}",0.0140342530922931,0.531531531531532,0.0264034253092293,1.95584994184557,118
"5405","{Beans,Brinjals,Other Vegetables,Root Vegetables} => {Sugar}",0.0140342530922931,0.186708860759494,0.0751665080875357,1.17415714380391,118
"5406","{Beans,Gourd & Cucumber,Root Vegetables,Sugar} => {Other Vegetables}",0.0145099904852521,0.734939759036145,0.0197431018078021,1.72223341526642,122
"5407","{Beans,Gourd & Cucumber,Other Vegetables,Sugar} => {Root Vegetables}",0.0145099904852521,0.67032967032967,0.0216460513796384,1.62284246131064,122
"5408","{Gourd & Cucumber,Other Vegetables,Root Vegetables,Sugar} => {Beans}",0.0145099904852521,0.717647058823529,0.0202188392007612,1.80280145521011,122
"5409","{Beans,Other Vegetables,Root Vegetables,Sugar} => {Gourd & Cucumber}",0.0145099904852521,0.54954954954955,0.0264034253092293,1.83430433212093,122
"5410","{Beans,Gourd & Cucumber,Other Vegetables,Root Vegetables} => {Sugar}",0.0145099904852521,0.168975069252078,0.0858705994291151,1.06263454171389,122
"5411","{Other Dals,Root Vegetables,Toor Dal,Whole Spices} => {Other Vegetables}",0.0105851569933397,0.747899159663866,0.0141531874405328,1.75260204416215,89
"5412","{Other Dals,Other Vegetables,Toor Dal,Whole Spices} => {Root Vegetables}",0.0105851569933397,0.674242424242424,0.0156993339676499,1.63231508869286,89
"5413","{Other Vegetables,Root Vegetables,Toor Dal,Whole Spices} => {Other Dals}",0.0105851569933397,0.589403973509934,0.0179590865842055,2.53878514819238,89
"5414","{Other Dals,Other Vegetables,Root Vegetables,Toor Dal} => {Whole Spices}",0.0105851569933397,0.489010989010989,0.0216460513796384,2.40444701497333,89
"5415","{Other Dals,Other Vegetables,Root Vegetables,Whole Spices} => {Toor Dal}",0.0105851569933397,0.438423645320197,0.0241436726926736,2.88666093175585,89
"5416","{Beans,Root Vegetables,Toor Dal,Whole Spices} => {Other Vegetables}",0.0127259752616556,0.76978417266187,0.0165318744053283,1.80388665656104,107
"5417","{Beans,Other Vegetables,Toor Dal,Whole Spices} => {Root Vegetables}",0.0127259752616556,0.732876712328767,0.0173644148430067,1.7742664547251,107
"5418","{Other Vegetables,Root Vegetables,Toor Dal,Whole Spices} => {Beans}",0.0127259752616556,0.708609271523179,0.0179590865842055,1.78009762622255,107
"5419","{Beans,Other Vegetables,Root Vegetables,Toor Dal} => {Whole Spices}",0.0127259752616556,0.408396946564886,0.0311607992388202,2.00807106825588,107
"5420","{Beans,Other Vegetables,Root Vegetables,Whole Spices} => {Toor Dal}",0.0127259752616556,0.336477987421384,0.0378211227402474,2.21543219909083,107
"5421","{Banana,Beans,Root Vegetables,Toor Dal} => {Other Vegetables}",0.0103472882968601,0.659090909090909,0.0156993339676499,1.54449174014391,87
"5422","{Banana,Beans,Other Vegetables,Toor Dal} => {Root Vegetables}",0.0103472882968601,0.6796875,0.0152235965746908,1.64549740858048,87
"5423","{Banana,Other Vegetables,Root Vegetables,Toor Dal} => {Beans}",0.0103472882968601,0.707317073170732,0.0146289248334919,1.77685149423947,87
"5424","{Beans,Other Vegetables,Root Vegetables,Toor Dal} => {Banana}",0.0103472882968601,0.33206106870229,0.0311607992388202,1.27895990180891,87
"5425","{Banana,Beans,Other Vegetables,Root Vegetables} => {Toor Dal}",0.0103472882968601,0.220812182741117,0.04686013320647,1.45386752739805,87
"5426","{Brinjals,Gourd & Cucumber,Other Dals,Toor Dal} => {Other Vegetables}",0.0104662226450999,0.778761061946903,0.0134395813510942,1.82492280068271,88
"5427","{Brinjals,Other Dals,Other Vegetables,Toor Dal} => {Gourd & Cucumber}",0.0104662226450999,0.656716417910448,0.0159372026641294,2.19200938538747,88
"5428","{Gourd & Cucumber,Other Dals,Other Vegetables,Toor Dal} => {Brinjals}",0.0104662226450999,0.553459119496855,0.0189105613701237,2.03653578850309,88
"5429","{Brinjals,Gourd & Cucumber,Other Vegetables,Toor Dal} => {Other Dals}",0.0104662226450999,0.533333333333333,0.0196241674595623,2.29726775956284,88
"5430","{Brinjals,Gourd & Cucumber,Other Dals,Other Vegetables} => {Toor Dal}",0.0104662226450999,0.371308016877637,0.0281874405328259,2.44475944080436,88
"5431","{Beans,Brinjals,Other Dals,Toor Dal} => {Root Vegetables}",0.0102283539486204,0.656488549618321,0.0155803996194101,1.58933363812002,86
"5432","{Brinjals,Other Dals,Root Vegetables,Toor Dal} => {Beans}",0.0102283539486204,0.788990825688073,0.0129638439581351,1.98202415966099,86
"5433","{Beans,Other Dals,Root Vegetables,Toor Dal} => {Brinjals}",0.0102283539486204,0.48314606741573,0.0211703139866794,1.77780837410567,86
"5434","{Beans,Brinjals,Root Vegetables,Toor Dal} => {Other Dals}",0.0102283539486204,0.477777777777778,0.0214081826831589,2.05796903460838,86
"5435","{Beans,Brinjals,Other Dals,Root Vegetables} => {Toor Dal}",0.0102283539486204,0.355371900826446,0.0287821122740247,2.33983315751665,86
"5436","{Beans,Brinjals,Other Dals,Toor Dal} => {Other Vegetables}",0.0116555661274976,0.748091603053435,0.0155803996194101,1.75305300960794,98
"5437","{Brinjals,Other Dals,Other Vegetables,Toor Dal} => {Beans}",0.0116555661274976,0.73134328358209,0.0159372026641294,1.83720774674581,98
"5438","{Beans,Other Dals,Other Vegetables,Toor Dal} => {Brinjals}",0.0116555661274976,0.49746192893401,0.023430066603235,1.83048573237512,98
"5439","{Beans,Brinjals,Other Vegetables,Toor Dal} => {Other Dals}",0.0116555661274976,0.478048780487805,0.0243815413891532,2.05913634546182,98
"5440","{Beans,Brinjals,Other Dals,Other Vegetables} => {Toor Dal}",0.0116555661274976,0.3828125,0.0304471931493815,2.52050704776821,98
"5441","{Brinjals,Other Dals,Root Vegetables,Toor Dal} => {Other Vegetables}",0.0102283539486204,0.788990825688073,0.0129638439581351,1.84889488918209,86
"5442","{Brinjals,Other Dals,Other Vegetables,Toor Dal} => {Root Vegetables}",0.0102283539486204,0.641791044776119,0.0159372026641294,1.5537515417442,86
"5443","{Other Dals,Other Vegetables,Root Vegetables,Toor Dal} => {Brinjals}",0.0102283539486204,0.472527472527473,0.0216460513796384,1.73873566258687,86
"5444","{Brinjals,Other Vegetables,Root Vegetables,Toor Dal} => {Other Dals}",0.0102283539486204,0.459893048128342,0.0222407231208373,1.98093276058561,86
"5445","{Brinjals,Other Dals,Other Vegetables,Root Vegetables} => {Toor Dal}",0.0102283539486204,0.346774193548387,0.0294957183634634,2.28322429080254,86
"5446","{Beans,Gourd & Cucumber,Other Dals,Toor Dal} => {Root Vegetables}",0.0103472882968601,0.595890410958904,0.0173644148430067,1.44262786505686,87
"5447","{Gourd & Cucumber,Other Dals,Root Vegetables,Toor Dal} => {Beans}",0.0103472882968601,0.73109243697479,0.0141531874405328,1.83657759488618,87
"5448","{Beans,Other Dals,Root Vegetables,Toor Dal} => {Gourd & Cucumber}",0.0103472882968601,0.48876404494382,0.0211703139866794,1.63141250094785,87
"5449","{Beans,Gourd & Cucumber,Root Vegetables,Toor Dal} => {Other Dals}",0.0103472882968601,0.524096385542169,0.0197431018078021,2.2574807426427,87
"5450","{Beans,Gourd & Cucumber,Other Dals,Root Vegetables} => {Toor Dal}",0.0103472882968601,0.309608540925267,0.0334205518553758,2.03851888183214,87
"5451","{Beans,Gourd & Cucumber,Other Dals,Toor Dal} => {Other Vegetables}",0.013558515699334,0.780821917808219,0.0173644148430067,1.82975214184267,114
"5452","{Gourd & Cucumber,Other Dals,Other Vegetables,Toor Dal} => {Beans}",0.013558515699334,0.716981132075472,0.0189105613701237,1.80112858036766,114
"5453","{Beans,Other Dals,Other Vegetables,Toor Dal} => {Gourd & Cucumber}",0.013558515699334,0.578680203045685,0.023430066603235,1.93153757332597,114
"5454","{Beans,Gourd & Cucumber,Other Vegetables,Toor Dal} => {Other Dals}",0.013558515699334,0.518181818181818,0.0261655566127498,2.2320044709389,114
"5455","{Beans,Gourd & Cucumber,Other Dals,Other Vegetables} => {Toor Dal}",0.013558515699334,0.342342342342342,0.039605137963844,2.25404417730181,114
"5456","{Gourd & Cucumber,Other Dals,Root Vegetables,Toor Dal} => {Other Vegetables}",0.0115366317792578,0.815126050420168,0.0141531874405328,1.91013930655874,97
"5457","{Gourd & Cucumber,Other Dals,Other Vegetables,Toor Dal} => {Root Vegetables}",0.0115366317792578,0.610062893081761,0.0189105613701237,1.47693890153511,97
"5458","{Other Dals,Other Vegetables,Root Vegetables,Toor Dal} => {Gourd & Cucumber}",0.0115366317792578,0.532967032967033,0.0216460513796384,1.77895466978436,97
"5459","{Gourd & Cucumber,Other Vegetables,Root Vegetables,Toor Dal} => {Other Dals}",0.0115366317792578,0.507853403141361,0.0227164605137964,2.18751609303922,97
"5460","{Gourd & Cucumber,Other Dals,Other Vegetables,Root Vegetables} => {Toor Dal}",0.0115366317792578,0.326599326599327,0.0353235014272122,2.15038930152478,97
"5461","{Beans,Other Dals,Root Vegetables,Toor Dal} => {Other Vegetables}",0.0147478591817317,0.696629213483146,0.0211703139866794,1.63245775556474,124
"5462","{Beans,Other Dals,Other Vegetables,Toor Dal} => {Root Vegetables}",0.0147478591817317,0.629441624365482,0.023430066603235,1.52385406785631,124
